|SYM	0.04061905865986552
गयी|VAUX	0.0008346858335265476
दी|VAUX	0.0003918386274055182
दबा|VM	3.941571991653142e-05
आवाज|NN	0.0001089728727104104
उनकी|PRP	0.0011940644562949223
से|PSP	0.016698353814050545
सहायता|NN	0.00040806862972408997
की|PSP	0.02108509158358451
अंग्रेजों|NN	0.00015534430790632971
लेकिन|CC	0.0021191745884535126
,|SYM	0.020526315789473684
था|VAUX	0.003035010433572919
किया|VM	0.00403431486204498
विरोध|NN	0.0001831671690238813
का|PSP	0.014595409227915603
हस्तांतरण|NN	1.623000231857176e-05
इस|DEM	0.005893809413401345
ने|PSP	0.004760027822861118
गवर्नर|NN	2.3185717597959657e-05
तत्कालीन|JJ	4.173429167632738e-05
के|PSP	0.03855552979364711
कश्मीर|NNP	0.00012056573150939022
हैं|VAUX	0.008492928356132622
रहें|VAUX	4.6371435195919314e-05
कर|VM	0.00457454208207744
प्रयोग|NN	0.0006352886621840946
फॉर्म|NN	9.274287039183862e-06
सही|JJ	0.0003199629028518433
आप|PRP	0.0025457917922559704
कि|CC	0.009431949918849988
लें|VAUX	7.41942963134709e-05
सुनिश्चित|JJ	0.00018780431254347322
यह|PRP	0.0039972177138882445
कृपया|RB	3.941571991653142e-05
गया|VAUX	0.0034848133549733365
चलाया|VM	8.346858335265476e-05
मुकदमा|NN	0.00012520287502898215
पर|PSP	0.00828193832599119
आधार|NN	0.0004312543473220496
मुखबिरों|NN	2.3185717597959656e-06
पांच|QC	0.0002086714583816369
बाकी|JJ	7.187572455367494e-05
मानकर|VM	3.0141432877347555e-05
अविश्वसनीय|JJ	1.1592858798979828e-05
को|PSP	0.014674240667748667
दो|QC	0.0009853929979132855
पहले|NST	0.001286807326686761
।|SYM	0.003157894736842105
हे|VM	5.564572223510318e-05
विद्यमान|JJ	8.81057268722467e-05
सेवा|NN	0.00022490146070020867
सरकारी|JJ	0.000268954324136332
करके|VM	0.00042429863204266173
चिकीत्सा|NN	9.274287039183862e-06
आधुनिक|JJ	0.00026199860885694413
तथा|CC	0.0034871319267331326
चिकित्सा|NN	4.173429167632738e-05
प्राकृतिक|JJ	0.00018548574078367726
आयुर्वेद|NN	1.8548574078367725e-05
सामन्यतया|RB	9.274287039183862e-06
हस्पताल|NN	2.086714583816369e-05
नेपाल|NNP	6.028286575469511e-05
में|PSP	0.028230929747275677
हाल|NN	0.00017157431022490145
था|VM	0.002511013215859031
अधिकार|NN	0.0005796429399489915
करने|VM	0.004544400649200093
निर्णय|NN	0.0004451657778808254
वादों|NN	3.941571991653142e-05
तक|RP	0.0030790632970090423
रु|NN	5.332715047530721e-05
200|QC	4.8690006955715277e-05
